,Year,Geography,GeographyType,Indicator,Value,ValueType
3299,2019,Claiborne,County,All Opioids for Pain,41207,Count
3300,2019,Claiborne,County,Hydrocodone,20714,Count
3301,2019,Claiborne,County,Oxycodone,9623,Count
3302,2019,Claiborne,County,Tramadol,4856,Count
3321,2019,Clay,County,All Benzodiazepines,4373,Count
3322,2019,Clay,County,Alprazolam,1668,Count
3323,2019,Clay,County,Clonazepam,1103,Count
3324,2019,Clay,County,Diazepam,616,Count
3325,2019,Clay,County,Lorazepam,782,Count
3326,2019,Clay,County,All Opioids for Pain,10407,Count
3327,2019,Clay,County,Hydrocodone,3125,Count
3328,2019,Clay,County,Oxycodone,4967,Count
3329,2019,Clay,County,Tramadol,1048,Count
3348,2019,Cocke,County,All Benzodiazepines,23150,Count
3349,2019,Cocke,County,Alprazolam,8848,Count
3350,2019,Cocke,County,Clonazepam,6151,Count
3351,2019,Cocke,County,Diazepam,3489,Count
3352,2019,Cocke,County,Lorazepam,3318,Count
3353,2019,Cocke,County,All Opioids for Pain,48541,Count
3354,2019,Cocke,County,Hydrocodone,22640,Count
3355,2019,Cocke,County,Oxycodone,15120,Count
3356,2019,Cocke,County,Tramadol,4774,Count
3375,2019,Coffee,County,All Benzodiazepines,33696,Count
3376,2019,Coffee,County,Alprazolam,16420,Count
3377,2019,Coffee,County,Clonazepam,5337,Count
3378,2019,Coffee,County,Diazepam,3826,Count
3379,2019,Coffee,County,Lorazepam,6098,Count
3380,2019,Coffee,County,All Opioids for Pain,62893,Count
3381,2019,Coffee,County,Hydrocodone,26708,Count
3382,2019,Coffee,County,Oxycodone,21175,Count
3383,2019,Coffee,County,Tramadol,7357,Count
3402,2019,Crockett,County,All Benzodiazepines,12251,Count
3403,2019,Crockett,County,Alprazolam,7248,Count
3404,2019,Crockett,County,Clonazepam,1355,Count
3405,2019,Crockett,County,Diazepam,769,Count
3406,2019,Crockett,County,Lorazepam,1965,Count
3407,2019,Crockett,County,All Opioids for Pain,13563,Count
3408,2019,Crockett,County,Hydrocodone,6958,Count
3409,2019,Crockett,County,Oxycodone,2606,Count
3410,2019,Crockett,County,Tramadol,2674,Count
3429,2019,Cumberland,County,All Benzodiazepines,28103,Count
3430,2019,Cumberland,County,Alprazolam,12389,Count
3431,2019,Cumberland,County,Clonazepam,5124,Count
3432,2019,Cumberland,County,Diazepam,3269,Count
3433,2019,Cumberland,County,Lorazepam,5055,Count
3434,2019,Cumberland,County,All Opioids for Pain,64689,Count
3435,2019,Cumberland,County,Hydrocodone,21004,Count
3436,2019,Cumberland,County,Oxycodone,26695,Count
3437,2019,Cumberland,County,Tramadol,8557,Count
3456,2019,Davidson,County,All Benzodiazepines,221010,Count
3457,2019,Davidson,County,Alprazolam,84181,Count
3458,2019,Davidson,County,Clonazepam,51481,Count
3459,2019,Davidson,County,Diazepam,33588,Count
3460,2019,Davidson,County,Lorazepam,35692,Count
3461,2019,Davidson,County,All Opioids for Pain,387538,Count
3462,2019,Davidson,County,Hydrocodone,160942,Count
3463,2019,Davidson,County,Oxycodone,125046,Count
3464,2019,Davidson,County,Tramadol,61119,Count
3483,2019,Decatur,County,All Benzodiazepines,9685,Count
3484,2019,Decatur,County,Alprazolam,5328,Count
3485,2019,Decatur,County,Clonazepam,1954,Count
3486,2019,Decatur,County,Diazepam,730,Count
3487,2019,Decatur,County,Lorazepam,1237,Count
3488,2019,Decatur,County,All Opioids for Pain,14420,Count
3489,2019,Decatur,County,Hydrocodone,6688,Count
3490,2019,Decatur,County,Oxycodone,3918,Count
3491,2019,Decatur,County,Tramadol,2022,Count
3510,2019,DeKalb,County,All Benzodiazepines,11710,Count
3511,2019,DeKalb,County,Alprazolam,4629,Count
3512,2019,DeKalb,County,Clonazepam,2256,Count
3513,2019,DeKalb,County,Diazepam,1454,Count
3514,2019,DeKalb,County,Lorazepam,2603,Count
3515,2019,DeKalb,County,All Opioids for Pain,22782,Count
3516,2019,DeKalb,County,Hydrocodone,10517,Count
3517,2019,DeKalb,County,Oxycodone,7471,Count
3518,2019,DeKalb,County,Tramadol,2225,Count
3537,2019,Dickson,County,All Benzodiazepines,27637,Count
3538,2019,Dickson,County,Alprazolam,10845,Count
3539,2019,Dickson,County,Clonazepam,5756,Count
3540,2019,Dickson,County,Diazepam,4502,Count
3541,2019,Dickson,County,Lorazepam,4621,Count
3542,2019,Dickson,County,All Opioids for Pain,49477,Count
3543,2019,Dickson,County,Hydrocodone,17842,Count
3544,2019,Dickson,County,Oxycodone,17395,Count
3545,2019,Dickson,County,Tramadol,8084,Count
3564,2019,Dyer,County,All Benzodiazepines,24957,Count
3565,2019,Dyer,County,Alprazolam,13357,Count
3566,2019,Dyer,County,Clonazepam,4140,Count
3567,2019,Dyer,County,Diazepam,2568,Count
3568,2019,Dyer,County,Lorazepam,3913,Count
3569,2019,Dyer,County,All Opioids for Pain,40593,Count
3570,2019,Dyer,County,Hydrocodone,22328,Count
3571,2019,Dyer,County,Oxycodone,10168,Count
3572,2019,Dyer,County,Tramadol,5128,Count
3618,2019,Fayette,County,All Benzodiazepines,21298,Count
3619,2019,Fayette,County,Alprazolam,10111,Count
3620,2019,Fayette,County,Clonazepam,4382,Count
3621,2019,Fayette,County,Diazepam,2139,Count
3622,2019,Fayette,County,Lorazepam,3102,Count
3623,2019,Fayette,County,All Opioids for Pain,34455,Count
3624,2019,Fayette,County,Hydrocodone,15826,Count
3625,2019,Fayette,County,Oxycodone,9383,Count
3626,2019,Fayette,County,Tramadol,5539,Count
3645,2019,Fentress,County,All Benzodiazepines,8719,Count
3646,2019,Fentress,County,Alprazolam,2816,Count
3647,2019,Fentress,County,Clonazepam,2505,Count
3648,2019,Fentress,County,Diazepam,1064,Count
3649,2019,Fentress,County,Lorazepam,1884,Count
3650,2019,Fentress,County,All Opioids for Pain,25656,Count
3651,2019,Fentress,County,Hydrocodone,6406,Count
3652,2019,Fentress,County,Oxycodone,13399,Count
3653,2019,Fentress,County,Tramadol,1997,Count
3672,2019,Franklin,County,All Benzodiazepines,24809,Count
3673,2019,Franklin,County,Alprazolam,12160,Count
3674,2019,Franklin,County,Clonazepam,4216,Count
3675,2019,Franklin,County,Diazepam,2439,Count
3676,2019,Franklin,County,Lorazepam,4060,Count
3677,2019,Franklin,County,All Opioids for Pain,43746,Count
3678,2019,Franklin,County,Hydrocodone,19745,Count
3679,2019,Franklin,County,Oxycodone,13026,Count
3680,2019,Franklin,County,Tramadol,6162,Count
3699,2019,Gibson,County,All Benzodiazepines,42645,Count
3700,2019,Gibson,County,Alprazolam,24056,Count
3701,2019,Gibson,County,Clonazepam,5881,Count
3702,2019,Gibson,County,Diazepam,2471,Count
3703,2019,Gibson,County,Lorazepam,7527,Count
3704,2019,Gibson,County,All Opioids for Pain,55030,Count
3705,2019,Gibson,County,Hydrocodone,29613,Count
3706,2019,Gibson,County,Oxycodone,9865,Count
3707,2019,Gibson,County,Tramadol,10307,Count
3726,2019,Giles,County,All Benzodiazepines,18062,Count
3727,2019,Giles,County,Alprazolam,8868,Count
3728,2019,Giles,County,Clonazepam,2852,Count
3729,2019,Giles,County,Diazepam,2128,Count
3730,2019,Giles,County,Lorazepam,2720,Count
3731,2019,Giles,County,All Opioids for Pain,31153,Count
3732,2019,Giles,County,Hydrocodone,13856,Count
3733,2019,Giles,County,Oxycodone,10523,Count
3734,2019,Giles,County,Tramadol,3760,Count
3753,2019,Grainger,County,All Benzodiazepines,14572,Count
3754,2019,Grainger,County,Alprazolam,5283,Count
3755,2019,Grainger,County,Clonazepam,4915,Count
3756,2019,Grainger,County,Diazepam,1512,Count
3757,2019,Grainger,County,Lorazepam,2204,Count
3758,2019,Grainger,County,All Opioids for Pain,25762,Count
3759,2019,Grainger,County,Hydrocodone,11088,Count
3760,2019,Grainger,County,Oxycodone,7092,Count
3761,2019,Grainger,County,Tramadol,3954,Count
3780,2019,Greene,County,All Benzodiazepines,53647,Count
3781,2019,Greene,County,Alprazolam,19318,Count
3782,2019,Greene,County,Clonazepam,15659,Count
3783,2019,Greene,County,Diazepam,5761,Count
3784,2019,Greene,County,Lorazepam,9601,Count
3785,2019,Greene,County,All Opioids for Pain,76308,Count
3786,2019,Greene,County,Hydrocodone,34698,Count
3787,2019,Greene,County,Oxycodone,20203,Count
3788,2019,Greene,County,Tramadol,12642,Count
3807,2019,Grundy,County,All Benzodiazepines,10412,Count
3808,2019,Grundy,County,Alprazolam,5306,Count
3809,2019,Grundy,County,Clonazepam,1746,Count
3810,2019,Grundy,County,Diazepam,1175,Count
3811,2019,Grundy,County,Lorazepam,1652,Count
3812,2019,Grundy,County,All Opioids for Pain,21181,Count
3813,2019,Grundy,County,Hydrocodone,7996,Count
3814,2019,Grundy,County,Oxycodone,9140,Count
3815,2019,Grundy,County,Tramadol,2063,Count
3834,2019,Hamblen,County,All Benzodiazepines,36514,Count
3835,2019,Hamblen,County,Alprazolam,11175,Count
3836,2019,Hamblen,County,Clonazepam,13223,Count
3837,2019,Hamblen,County,Diazepam,3559,Count
3838,2019,Hamblen,County,Lorazepam,6173,Count
3839,2019,Hamblen,County,All Opioids for Pain,64460,Count
3840,2019,Hamblen,County,Hydrocodone,29890,Count
3841,2019,Hamblen,County,Oxycodone,16937,Count
3842,2019,Hamblen,County,Tramadol,9012,Count
3861,2019,Hamilton,County,All Benzodiazepines,148536,Count
3862,2019,Hamilton,County,Alprazolam,46046,Count
3863,2019,Hamilton,County,Clonazepam,38567,Count
3864,2019,Hamilton,County,Diazepam,15907,Count
3865,2019,Hamilton,County,Lorazepam,34995,Count
3866,2019,Hamilton,County,All Opioids for Pain,281157,Count
3867,2019,Hamilton,County,Hydrocodone,116352,Count
3868,2019,Hamilton,County,Oxycodone,82703,Count
3869,2019,Hamilton,County,Tramadol,48054,Count
3888,2019,Hancock,County,All Benzodiazepines,4359,Count
3889,2019,Hancock,County,Alprazolam,840,Count
3890,2019,Hancock,County,Clonazepam,2375,Count
3891,2019,Hancock,County,Diazepam,444,Count
3892,2019,Hancock,County,Lorazepam,558,Count
3893,2019,Hancock,County,All Opioids for Pain,8245,Count
3894,2019,Hancock,County,Hydrocodone,3697,Count
3895,2019,Hancock,County,Oxycodone,2229,Count
3896,2019,Hancock,County,Tramadol,982,Count
3915,2019,Hardeman,County,All Benzodiazepines,14760,Count
3916,2019,Hardeman,County,Alprazolam,7068,Count
3917,2019,Hardeman,County,Clonazepam,2827,Count
3918,2019,Hardeman,County,Diazepam,1272,Count
3919,2019,Hardeman,County,Lorazepam,2593,Count
3920,2019,Hardeman,County,All Opioids for Pain,25990,Count
3921,2019,Hardeman,County,Hydrocodone,14988,Count
3922,2019,Hardeman,County,Oxycodone,4799,Count
3923,2019,Hardeman,County,Tramadol,3895,Count
3942,2019,Hardin,County,All Benzodiazepines,23504,Count
3943,2019,Hardin,County,Alprazolam,10606,Count
3944,2019,Hardin,County,Clonazepam,4279,Count
3945,2019,Hardin,County,Diazepam,1867,Count
3946,2019,Hardin,County,Lorazepam,4678,Count
3947,2019,Hardin,County,All Opioids for Pain,37421,Count
3948,2019,Hardin,County,Hydrocodone,18832,Count
3949,2019,Hardin,County,Oxycodone,6958,Count
3950,2019,Hardin,County,Tramadol,7225,Count
3969,2019,Hawkins,County,All Benzodiazepines,42028,Count
3970,2019,Hawkins,County,Alprazolam,15138,Count
3971,2019,Hawkins,County,Clonazepam,13372,Count
3972,2019,Hawkins,County,Diazepam,4355,Count
3973,2019,Hawkins,County,Lorazepam,7404,Count
3974,2019,Hawkins,County,All Opioids for Pain,70798,Count
3975,2019,Hawkins,County,Hydrocodone,31728,Count
3976,2019,Hawkins,County,Oxycodone,22435,Count
3977,2019,Hawkins,County,Tramadol,9226,Count
3996,2019,Haywood,County,All Benzodiazepines,8163,Count
3997,2019,Haywood,County,Alprazolam,4180,Count
3998,2019,Haywood,County,Clonazepam,1291,Count
3999,2019,Haywood,County,Diazepam,736,Count
4000,2019,Haywood,County,Lorazepam,1069,Count
4001,2019,Haywood,County,All Opioids for Pain,13028,Count
4002,2019,Haywood,County,Hydrocodone,6861,Count
4003,2019,Haywood,County,Oxycodone,2473,Count
4004,2019,Haywood,County,Tramadol,2603,Count
4023,2019,Henderson,County,All Benzodiazepines,21794,Count
4024,2019,Henderson,County,Alprazolam,12505,Count
4025,2019,Henderson,County,Clonazepam,4024,Count
4026,2019,Henderson,County,Diazepam,1512,Count
4027,2019,Henderson,County,Lorazepam,2750,Count
4028,2019,Henderson,County,All Opioids for Pain,29455,Count
4029,2019,Henderson,County,Hydrocodone,13843,Count
4030,2019,Henderson,County,Oxycodone,6078,Count
4031,2019,Henderson,County,Tramadol,5545,Count
4050,2019,Henry,County,All Benzodiazepines,20144,Count
4051,2019,Henry,County,Alprazolam,9524,Count
4052,2019,Henry,County,Clonazepam,3026,Count
4053,2019,Henry,County,Diazepam,1969,Count
4054,2019,Henry,County,Lorazepam,2978,Count
4055,2019,Henry,County,All Opioids for Pain,36622,Count
4056,2019,Henry,County,Hydrocodone,18334,Count
4057,2019,Henry,County,Oxycodone,8956,Count
4058,2019,Henry,County,Tramadol,5452,Count
4077,2019,Hickman,County,All Benzodiazepines,13393,Count
4078,2019,Hickman,County,Alprazolam,6008,Count
4079,2019,Hickman,County,Clonazepam,2685,Count
4080,2019,Hickman,County,Diazepam,1888,Count
4081,2019,Hickman,County,Lorazepam,2155,Count
4082,2019,Hickman,County,All Opioids for Pain,26237,Count
4083,2019,Hickman,County,Hydrocodone,10261,Count
4084,2019,Hickman,County,Oxycodone,9399,Count
4085,2019,Hickman,County,Tramadol,3372,Count
4104,2019,Houston,County,All Benzodiazepines,5129,Count
4105,2019,Houston,County,Alprazolam,1854,Count
4106,2019,Houston,County,Clonazepam,929,Count
4107,2019,Houston,County,Diazepam,899,Count
4108,2019,Houston,County,Lorazepam,1069,Count
4109,2019,Houston,County,All Opioids for Pain,10022,Count
4110,2019,Houston,County,Hydrocodone,3589,Count
4111,2019,Houston,County,Oxycodone,3876,Count
4112,2019,Houston,County,Tramadol,1311,Count
4131,2019,Humphreys,County,All Benzodiazepines,10639,Count
4132,2019,Humphreys,County,Alprazolam,5202,Count
4133,2019,Humphreys,County,Clonazepam,1939,Count
4134,2019,Humphreys,County,Diazepam,1448,Count
4135,2019,Humphreys,County,Lorazepam,1468,Count
4136,2019,Humphreys,County,All Opioids for Pain,18594,Count
4137,2019,Humphreys,County,Hydrocodone,8480,Count
4138,2019,Humphreys,County,Oxycodone,5457,Count
4139,2019,Humphreys,County,Tramadol,2467,Count
4158,2019,Jackson,County,All Benzodiazepines,7255,Count
4159,2019,Jackson,County,Alprazolam,3036,Count
4160,2019,Jackson,County,Clonazepam,1807,Count
4161,2019,Jackson,County,Diazepam,1102,Count
4162,2019,Jackson,County,Lorazepam,1058,Count
4163,2019,Jackson,County,All Opioids for Pain,14123,Count
4164,2019,Jackson,County,Hydrocodone,5085,Count
4165,2019,Jackson,County,Oxycodone,6156,Count
4166,2019,Jackson,County,Tramadol,1363,Count
4212,2019,Jefferson,County,All Benzodiazepines,27979,Count
4213,2019,Jefferson,County,Alprazolam,10415,Count
4214,2019,Jefferson,County,Clonazepam,6994,Count
4215,2019,Jefferson,County,Diazepam,3357,Count
4216,2019,Jefferson,County,Lorazepam,5608,Count
4217,2019,Jefferson,County,All Opioids for Pain,54900,Count
4218,2019,Jefferson,County,Hydrocodone,23244,Count
4219,2019,Jefferson,County,Oxycodone,15324,Count
4220,2019,Jefferson,County,Tramadol,9485,Count
4239,2019,Johnson,County,All Benzodiazepines,9774,Count
4240,2019,Johnson,County,Alprazolam,3411,Count
4241,2019,Johnson,County,Clonazepam,3365,Count
4242,2019,Johnson,County,Diazepam,1132,Count
4243,2019,Johnson,County,Lorazepam,1380,Count
4244,2019,Johnson,County,All Opioids for Pain,14198,Count
4245,2019,Johnson,County,Hydrocodone,5623,Count
4246,2019,Johnson,County,Oxycodone,4097,Count
4247,2019,Johnson,County,Tramadol,2685,Count
4266,2019,Knox,County,All Benzodiazepines,202750,Count
4267,2019,Knox,County,Alprazolam,89347,Count
4268,2019,Knox,County,Clonazepam,42006,Count
4269,2019,Knox,County,Diazepam,21023,Count
4270,2019,Knox,County,Lorazepam,34298,Count
4271,2019,Knox,County,All Opioids for Pain,321616,Count
4272,2019,Knox,County,Hydrocodone,129482,Count
4273,2019,Knox,County,Oxycodone,94784,Count
4274,2019,Knox,County,Tramadol,56230,Count
4320,2019,Lake,County,All Benzodiazepines,4140,Count
4321,2019,Lake,County,Alprazolam,1864,Count
4322,2019,Lake,County,Clonazepam,764,Count
4323,2019,Lake,County,Diazepam,559,Count
4324,2019,Lake,County,Lorazepam,750,Count
4325,2019,Lake,County,All Opioids for Pain,7680,Count
4326,2019,Lake,County,Hydrocodone,4334,Count
4327,2019,Lake,County,Oxycodone,1791,Count
4328,2019,Lake,County,Tramadol,739,Count
4347,2019,Lauderdale,County,All Benzodiazepines,13099,Count
4348,2019,Lauderdale,County,Alprazolam,7469,Count
4349,2019,Lauderdale,County,Clonazepam,2121,Count
4350,2019,Lauderdale,County,Diazepam,906,Count
4351,2019,Lauderdale,County,Lorazepam,1987,Count
4352,2019,Lauderdale,County,All Opioids for Pain,26238,Count
4353,2019,Lauderdale,County,Hydrocodone,14682,Count
4354,2019,Lauderdale,County,Oxycodone,6251,Count
4355,2019,Lauderdale,County,Tramadol,3404,Count
4374,2019,Lawrence,County,All Benzodiazepines,25594,Count
4375,2019,Lawrence,County,Alprazolam,12148,Count
4376,2019,Lawrence,County,Clonazepam,4799,Count
4377,2019,Lawrence,County,Diazepam,4011,Count
4378,2019,Lawrence,County,Lorazepam,3360,Count
4379,2019,Lawrence,County,All Opioids for Pain,49420,Count
4380,2019,Lawrence,County,Hydrocodone,23312,Count
4381,2019,Lawrence,County,Oxycodone,15055,Count
4382,2019,Lawrence,County,Tramadol,6105,Count
4401,2019,Lewis,County,All Benzodiazepines,8614,Count
4402,2019,Lewis,County,Alprazolam,4202,Count
4403,2019,Lewis,County,Clonazepam,1536,Count
4404,2019,Lewis,County,Diazepam,912,Count
4405,2019,Lewis,County,Lorazepam,1429,Count
4406,2019,Lewis,County,All Opioids for Pain,15508,Count
4407,2019,Lewis,County,Hydrocodone,7057,Count
4408,2019,Lewis,County,Oxycodone,4735,Count
4409,2019,Lewis,County,Tramadol,1878,Count
4428,2019,Lincoln,County,All Benzodiazepines,16380,Count
4429,2019,Lincoln,County,Alprazolam,6408,Count
4430,2019,Lincoln,County,Clonazepam,3830,Count
4431,2019,Lincoln,County,Diazepam,1533,Count
4432,2019,Lincoln,County,Lorazepam,3537,Count
4433,2019,Lincoln,County,All Opioids for Pain,28841,Count
4434,2019,Lincoln,County,Hydrocodone,14122,Count
4435,2019,Lincoln,County,Oxycodone,8297,Count
4436,2019,Lincoln,County,Tramadol,3950,Count
4455,2019,Loudon,County,All Benzodiazepines,28645,Count
4456,2019,Loudon,County,Alprazolam,10527,Count
4457,2019,Loudon,County,Clonazepam,8703,Count
4458,2019,Loudon,County,Diazepam,2856,Count
4459,2019,Loudon,County,Lorazepam,4447,Count
4460,2019,Loudon,County,All Opioids for Pain,42886,Count
4461,2019,Loudon,County,Hydrocodone,17485,Count
4462,2019,Loudon,County,Oxycodone,12232,Count
4463,2019,Loudon,County,Tramadol,7663,Count
4482,2019,Macon,County,All Benzodiazepines,11955,Count
4483,2019,Macon,County,Alprazolam,4871,Count
4484,2019,Macon,County,Clonazepam,2684,Count
4485,2019,Macon,County,Diazepam,1689,Count
4486,2019,Macon,County,Lorazepam,1871,Count
4487,2019,Macon,County,All Opioids for Pain,27008,Count
4488,2019,Macon,County,Hydrocodone,12475,Count
4489,2019,Macon,County,Oxycodone,8996,Count
4490,2019,Macon,County,Tramadol,2828,Count
4509,2019,Madison,County,All Benzodiazepines,53677,Count
4510,2019,Madison,County,Alprazolam,31218,Count
4511,2019,Madison,County,Clonazepam,8296,Count
4512,2019,Madison,County,Diazepam,3612,Count
4513,2019,Madison,County,Lorazepam,7706,Count
4514,2019,Madison,County,All Opioids for Pain,83906,Count
4515,2019,Madison,County,Hydrocodone,43717,Count
4516,2019,Madison,County,Oxycodone,17201,Count
4517,2019,Madison,County,Tramadol,14561,Count
4536,2019,Marion,County,All Benzodiazepines,15468,Count
4537,2019,Marion,County,Alprazolam,5949,Count
4538,2019,Marion,County,Clonazepam,3255,Count
4539,2019,Marion,County,Diazepam,2182,Count
4540,2019,Marion,County,Lorazepam,2665,Count
4541,2019,Marion,County,All Opioids for Pain,36071,Count
4542,2019,Marion,County,Hydrocodone,15931,Count
4543,2019,Marion,County,Oxycodone,11451,Count
4544,2019,Marion,County,Tramadol,4917,Count
4563,2019,Marshall,County,All Benzodiazepines,16481,Count
4564,2019,Marshall,County,Alprazolam,7452,Count
4565,2019,Marshall,County,Clonazepam,3134,Count
4566,2019,Marshall,County,Diazepam,2159,Count
4567,2019,Marshall,County,Lorazepam,2736,Count
4568,2019,Marshall,County,All Opioids for Pain,34838,Count
4569,2019,Marshall,County,Hydrocodone,14174,Count
4570,2019,Marshall,County,Oxycodone,12493,Count
4571,2019,Marshall,County,Tramadol,4583,Count
4590,2019,Maury,County,All Benzodiazepines,43489,Count
4591,2019,Maury,County,Alprazolam,18103,Count
4592,2019,Maury,County,Clonazepam,9894,Count
4593,2019,Maury,County,Diazepam,5795,Count
4594,2019,Maury,County,Lorazepam,6855,Count
4595,2019,Maury,County,All Opioids for Pain,80214,Count
4596,2019,Maury,County,Hydrocodone,32826,Count
4597,2019,Maury,County,Oxycodone,25859,Count
4598,2019,Maury,County,Tramadol,12561,Count
4617,2019,McMinn,County,All Benzodiazepines,39936,Count
4618,2019,McMinn,County,Alprazolam,23304,Count
4619,2019,McMinn,County,Clonazepam,5969,Count
4620,2019,McMinn,County,Diazepam,3481,Count
4621,2019,McMinn,County,Lorazepam,4796,Count
4622,2019,McMinn,County,All Opioids for Pain,63950,Count
4623,2019,McMinn,County,Hydrocodone,26965,Count
4624,2019,McMinn,County,Oxycodone,22176,Count
4625,2019,McMinn,County,Tramadol,8022,Count
4644,2019,McNairy,County,All Benzodiazepines,20574,Count
4645,2019,McNairy,County,Alprazolam,10746,Count
4646,2019,McNairy,County,Clonazepam,3928,Count
4647,2019,McNairy,County,Diazepam,1681,Count
4648,2019,McNairy,County,Lorazepam,2945,Count
4649,2019,McNairy,County,All Opioids for Pain,32294,Count
4650,2019,McNairy,County,Hydrocodone,17465,Count
4651,2019,McNairy,County,Oxycodone,5995,Count
4652,2019,McNairy,County,Tramadol,4962,Count
4671,2019,Meigs,County,All Benzodiazepines,8541,Count
4672,2019,Meigs,County,Alprazolam,4631,Count
4673,2019,Meigs,County,Clonazepam,1317,Count
4674,2019,Meigs,County,Diazepam,803,Count
4675,2019,Meigs,County,Lorazepam,1186,Count
4676,2019,Meigs,County,All Opioids for Pain,16110,Count
4677,2019,Meigs,County,Hydrocodone,7638,Count
4678,2019,Meigs,County,Oxycodone,4989,Count
4679,2019,Meigs,County,Tramadol,1893,Count
4752,2019,Monroe,County,All Benzodiazepines,25933,Count
4753,2019,Monroe,County,Alprazolam,10496,Count
4754,2019,Monroe,County,Clonazepam,7484,Count
4755,2019,Monroe,County,Diazepam,2629,Count
4756,2019,Monroe,County,Lorazepam,3882,Count
4757,2019,Monroe,County,All Opioids for Pain,50928,Count
4758,2019,Monroe,County,Hydrocodone,23276,Count
4759,2019,Monroe,County,Oxycodone,15636,Count
4760,2019,Monroe,County,Tramadol,7012,Count
4779,2019,Montgomery,County,All Benzodiazepines,55824,Count
4780,2019,Montgomery,County,Alprazolam,21936,Count
4781,2019,Montgomery,County,Clonazepam,11876,Count
4782,2019,Montgomery,County,Diazepam,7952,Count
4783,2019,Montgomery,County,Lorazepam,9457,Count
4784,2019,Montgomery,County,All Opioids for Pain,120817,Count
4785,2019,Montgomery,County,Hydrocodone,48910,Count
4786,2019,Montgomery,County,Oxycodone,42136,Count
4787,2019,Montgomery,County,Tramadol,14735,Count
4806,2019,Moore,County,All Benzodiazepines,3100,Count
4807,2019,Moore,County,Alprazolam,1545,Count
4808,2019,Moore,County,Clonazepam,466,Count
4809,2019,Moore,County,Diazepam,303,Count
4810,2019,Moore,County,Lorazepam,566,Count
4811,2019,Moore,County,All Opioids for Pain,6547,Count
4812,2019,Moore,County,Hydrocodone,2808,Count
4813,2019,Moore,County,Oxycodone,2033,Count
4814,2019,Moore,County,Tramadol,913,Count
4833,2019,Morgan,County,All Benzodiazepines,8810,Count
4834,2019,Morgan,County,Alprazolam,3104,Count
4835,2019,Morgan,County,Clonazepam,2101,Count
4836,2019,Morgan,County,Diazepam,994,Count
4837,2019,Morgan,County,Lorazepam,1892,Count
4838,2019,Morgan,County,All Opioids for Pain,25259,Count
4839,2019,Morgan,County,Hydrocodone,8000,Count
4840,2019,Morgan,County,Oxycodone,12140,Count
4841,2019,Morgan,County,Tramadol,2432,Count
4914,2019,Obion,County,All Benzodiazepines,18966,Count
4915,2019,Obion,County,Alprazolam,8018,Count
4916,2019,Obion,County,Clonazepam,3116,Count
4917,2019,Obion,County,Diazepam,1758,Count
4918,2019,Obion,County,Lorazepam,4060,Count
4919,2019,Obion,County,All Opioids for Pain,32989,Count
4920,2019,Obion,County,Hydrocodone,17456,Count
4921,2019,Obion,County,Oxycodone,8231,Count
4922,2019,Obion,County,Tramadol,4222,Count
4941,2019,Overton,County,All Benzodiazepines,13138,Count
4942,2019,Overton,County,Alprazolam,3909,Count
4943,2019,Overton,County,Clonazepam,4585,Count
4944,2019,Overton,County,Diazepam,1638,Count
4945,2019,Overton,County,Lorazepam,2370,Count
4946,2019,Overton,County,All Opioids for Pain,25155,Count
4947,2019,Overton,County,Hydrocodone,8100,Count
4948,2019,Overton,County,Oxycodone,10638,Count
4949,2019,Overton,County,Tramadol,2891,Count
4968,2019,Perry,County,All Benzodiazepines,4837,Count
4969,2019,Perry,County,Alprazolam,1963,Count
4970,2019,Perry,County,Clonazepam,1084,Count
4971,2019,Perry,County,Diazepam,785,Count
4972,2019,Perry,County,Lorazepam,828,Count
4973,2019,Perry,County,All Opioids for Pain,11124,Count
4974,2019,Perry,County,Hydrocodone,5539,Count
4975,2019,Perry,County,Oxycodone,2870,Count
4976,2019,Perry,County,Tramadol,1409,Count
4995,2019,Pickett,County,All Benzodiazepines,2531,Count
4996,2019,Pickett,County,Alprazolam,767,Count
4997,2019,Pickett,County,Clonazepam,769,Count
4998,2019,Pickett,County,Diazepam,334,Count
4999,2019,Pickett,County,Lorazepam,494,Count
5000,2019,Pickett,County,All Opioids for Pain,4936,Count
5001,2019,Pickett,County,Hydrocodone,1770,Count
5002,2019,Pickett,County,Oxycodone,2001,Count
5003,2019,Pickett,County,Tramadol,596,Count
5022,2019,Polk,County,All Benzodiazepines,11734,Count
5023,2019,Polk,County,Alprazolam,6381,Count
5024,2019,Polk,County,Clonazepam,1800,Count
5025,2019,Polk,County,Diazepam,1144,Count
5026,2019,Polk,County,Lorazepam,1698,Count
5027,2019,Polk,County,All Opioids for Pain,20884,Count
5028,2019,Polk,County,Hydrocodone,9318,Count
5029,2019,Polk,County,Oxycodone,6527,Count
5030,2019,Polk,County,Tramadol,2839,Count
5049,2019,Putnam,County,All Benzodiazepines,39231,Count
5050,2019,Putnam,County,Alprazolam,13747,Count
5051,2019,Putnam,County,Clonazepam,10535,Count
5052,2019,Putnam,County,Diazepam,5311,Count
5053,2019,Putnam,County,Lorazepam,7012,Count
5054,2019,Putnam,County,All Opioids for Pain,64879,Count
5055,2019,Putnam,County,Hydrocodone,23265,Count
5056,2019,Putnam,County,Oxycodone,25228,Count
5057,2019,Putnam,County,Tramadol,8832,Count
5076,2019,Rhea,County,All Benzodiazepines,18132,Count
5077,2019,Rhea,County,Alprazolam,7864,Count
