,Year,Geography,GeographyType,Indicator,Value,ValueType
1725,2017,Putnam,County,All Drug Overdose Deaths,13.0,Count
1726,2017,Putnam,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
1738,2017,Rhea,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
1739,2017,Rhea,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
1740,2017,Rhea,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
1741,2017,Rhea,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
1742,2017,Rhea,County,Drug Overdose Deaths Involving Heroin,1.0,Count
1743,2017,Rhea,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
1744,2017,Rhea,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
1745,2017,Rhea,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
1746,2017,Rhea,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
1747,2017,Rhea,County,All Drug Overdose Deaths,7.0,Count
1748,2017,Rhea,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
1760,2017,Roane,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
1761,2017,Roane,County,Drug Overdose Deaths Involving Benzodiazepines,8.0,Count
1762,2017,Roane,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
1763,2017,Roane,County,Drug Overdose Deaths Involving Fentanyl,5.0,Count
1764,2017,Roane,County,Drug Overdose Deaths Involving Heroin,0.0,Count
1765,2017,Roane,County,Drug Overdose Deaths Involving Prescription Opioids,8.0,Count
1766,2017,Roane,County,Drug Overdose Deaths Involving All Opioids,16.0,Count
1767,2017,Roane,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
1768,2017,Roane,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,7.0,Count
1769,2017,Roane,County,All Drug Overdose Deaths,22.0,Count
1770,2017,Roane,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
1782,2017,Robertson,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
1783,2017,Robertson,County,Drug Overdose Deaths Involving Benzodiazepines,9.0,Count
1784,2017,Robertson,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
1785,2017,Robertson,County,Drug Overdose Deaths Involving Fentanyl,4.0,Count
1786,2017,Robertson,County,Drug Overdose Deaths Involving Heroin,4.0,Count
1787,2017,Robertson,County,Drug Overdose Deaths Involving Prescription Opioids,9.0,Count
1788,2017,Robertson,County,Drug Overdose Deaths Involving All Opioids,15.0,Count
1789,2017,Robertson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
1790,2017,Robertson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,9.0,Count
1791,2017,Robertson,County,All Drug Overdose Deaths,17.0,Count
1792,2017,Robertson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
1804,2017,Rutherford,County,Drug Overdose Deaths Involving All Stimulants,20.0,Count
1805,2017,Rutherford,County,Drug Overdose Deaths Involving Benzodiazepines,15.0,Count
1806,2017,Rutherford,County,Drug Overdose Deaths Involving Cocaine,14.0,Count
1807,2017,Rutherford,County,Drug Overdose Deaths Involving Fentanyl,20.0,Count
1808,2017,Rutherford,County,Drug Overdose Deaths Involving Heroin,18.0,Count
1809,2017,Rutherford,County,Drug Overdose Deaths Involving Prescription Opioids,18.0,Count
1810,2017,Rutherford,County,Drug Overdose Deaths Involving All Opioids,48.0,Count
1811,2017,Rutherford,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,11.0,Count
1812,2017,Rutherford,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,13.0,Count
1813,2017,Rutherford,County,All Drug Overdose Deaths,65.0,Count
1814,2017,Rutherford,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),10.0,Count
1826,2017,Scott,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
1827,2017,Scott,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
1828,2017,Scott,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
1829,2017,Scott,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
1830,2017,Scott,County,Drug Overdose Deaths Involving Heroin,0.0,Count
1831,2017,Scott,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
1832,2017,Scott,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
1833,2017,Scott,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
1834,2017,Scott,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
1835,2017,Scott,County,All Drug Overdose Deaths,3.0,Count
1836,2017,Scott,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
1848,2017,Sequatchie,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
1849,2017,Sequatchie,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
1850,2017,Sequatchie,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
1851,2017,Sequatchie,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
1852,2017,Sequatchie,County,Drug Overdose Deaths Involving Heroin,0.0,Count
1853,2017,Sequatchie,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
1854,2017,Sequatchie,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
1855,2017,Sequatchie,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
1856,2017,Sequatchie,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
1857,2017,Sequatchie,County,All Drug Overdose Deaths,4.0,Count
1858,2017,Sequatchie,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
1870,2017,Sevier,County,Drug Overdose Deaths Involving All Stimulants,14.0,Count
1871,2017,Sevier,County,Drug Overdose Deaths Involving Benzodiazepines,6.0,Count
1872,2017,Sevier,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
1873,2017,Sevier,County,Drug Overdose Deaths Involving Fentanyl,9.0,Count
1874,2017,Sevier,County,Drug Overdose Deaths Involving Heroin,5.0,Count
1875,2017,Sevier,County,Drug Overdose Deaths Involving Prescription Opioids,14.0,Count
1876,2017,Sevier,County,Drug Overdose Deaths Involving All Opioids,24.0,Count
1877,2017,Sevier,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,10.0,Count
1878,2017,Sevier,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,6.0,Count
1879,2017,Sevier,County,All Drug Overdose Deaths,32.0,Count
1880,2017,Sevier,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),13.0,Count
1892,2017,Shelby,County,Drug Overdose Deaths Involving All Stimulants,92.0,Count
1893,2017,Shelby,County,Drug Overdose Deaths Involving Benzodiazepines,75.0,Count
1894,2017,Shelby,County,Drug Overdose Deaths Involving Cocaine,60.0,Count
1895,2017,Shelby,County,Drug Overdose Deaths Involving Fentanyl,106.0,Count
1896,2017,Shelby,County,Drug Overdose Deaths Involving Heroin,59.0,Count
1897,2017,Shelby,County,Drug Overdose Deaths Involving Prescription Opioids,52.0,Count
1898,2017,Shelby,County,Drug Overdose Deaths Involving All Opioids,160.0,Count
1899,2017,Shelby,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,59.0,Count
1900,2017,Shelby,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,69.0,Count
1901,2017,Shelby,County,All Drug Overdose Deaths,207.0,Count
1902,2017,Shelby,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),39.0,Count
1914,2017,Smith,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
1915,2017,Smith,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
1916,2017,Smith,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
1917,2017,Smith,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
1918,2017,Smith,County,Drug Overdose Deaths Involving Heroin,1.0,Count
1919,2017,Smith,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
1920,2017,Smith,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
1921,2017,Smith,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
1922,2017,Smith,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
1923,2017,Smith,County,All Drug Overdose Deaths,3.0,Count
1924,2017,Smith,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
1980,2017,Stewart,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
1981,2017,Stewart,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
1982,2017,Stewart,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
1983,2017,Stewart,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
1984,2017,Stewart,County,Drug Overdose Deaths Involving Heroin,0.0,Count
1985,2017,Stewart,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
1986,2017,Stewart,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
1987,2017,Stewart,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
1988,2017,Stewart,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
1989,2017,Stewart,County,All Drug Overdose Deaths,0.0,Count
1990,2017,Stewart,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
2002,2017,Sullivan,County,Drug Overdose Deaths Involving All Stimulants,8.0,Count
2003,2017,Sullivan,County,Drug Overdose Deaths Involving Benzodiazepines,20.0,Count
2004,2017,Sullivan,County,Drug Overdose Deaths Involving Cocaine,3.0,Count
2005,2017,Sullivan,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
2006,2017,Sullivan,County,Drug Overdose Deaths Involving Heroin,5.0,Count
2007,2017,Sullivan,County,Drug Overdose Deaths Involving Prescription Opioids,19.0,Count
2008,2017,Sullivan,County,Drug Overdose Deaths Involving All Opioids,29.0,Count
2009,2017,Sullivan,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,5.0,Count
2010,2017,Sullivan,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,17.0,Count
2011,2017,Sullivan,County,All Drug Overdose Deaths,42.0,Count
2012,2017,Sullivan,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),6.0,Count
2046,2017,Sumner,County,Drug Overdose Deaths Involving All Stimulants,10.0,Count
2047,2017,Sumner,County,Drug Overdose Deaths Involving Benzodiazepines,5.0,Count
2048,2017,Sumner,County,Drug Overdose Deaths Involving Cocaine,8.0,Count
2049,2017,Sumner,County,Drug Overdose Deaths Involving Fentanyl,11.0,Count
2050,2017,Sumner,County,Drug Overdose Deaths Involving Heroin,10.0,Count
2051,2017,Sumner,County,Drug Overdose Deaths Involving Prescription Opioids,11.0,Count
2052,2017,Sumner,County,Drug Overdose Deaths Involving All Opioids,28.0,Count
2053,2017,Sumner,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,7.0,Count
2054,2017,Sumner,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,4.0,Count
2055,2017,Sumner,County,All Drug Overdose Deaths,40.0,Count
2056,2017,Sumner,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
2420,2017,Tipton,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
2421,2017,Tipton,County,Drug Overdose Deaths Involving Benzodiazepines,7.0,Count
2422,2017,Tipton,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
2423,2017,Tipton,County,Drug Overdose Deaths Involving Fentanyl,7.0,Count
2424,2017,Tipton,County,Drug Overdose Deaths Involving Heroin,2.0,Count
2425,2017,Tipton,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
2426,2017,Tipton,County,Drug Overdose Deaths Involving All Opioids,12.0,Count
2427,2017,Tipton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
2428,2017,Tipton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,6.0,Count
2429,2017,Tipton,County,All Drug Overdose Deaths,15.0,Count
2430,2017,Tipton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
2442,2017,Trousdale,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
2443,2017,Trousdale,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
2444,2017,Trousdale,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2445,2017,Trousdale,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
2446,2017,Trousdale,County,Drug Overdose Deaths Involving Heroin,1.0,Count
2447,2017,Trousdale,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
2448,2017,Trousdale,County,Drug Overdose Deaths Involving All Opioids,2.0,Count
2449,2017,Trousdale,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
2450,2017,Trousdale,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
2451,2017,Trousdale,County,All Drug Overdose Deaths,2.0,Count
2452,2017,Trousdale,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
2464,2017,Unicoi,County,Drug Overdose Deaths Involving All Stimulants,4.0,Count
2465,2017,Unicoi,County,Drug Overdose Deaths Involving Benzodiazepines,5.0,Count
2466,2017,Unicoi,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
2467,2017,Unicoi,County,Drug Overdose Deaths Involving Fentanyl,2.0,Count
2468,2017,Unicoi,County,Drug Overdose Deaths Involving Heroin,1.0,Count
2469,2017,Unicoi,County,Drug Overdose Deaths Involving Prescription Opioids,4.0,Count
2470,2017,Unicoi,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
2471,2017,Unicoi,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
2472,2017,Unicoi,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,5.0,Count
2473,2017,Unicoi,County,All Drug Overdose Deaths,10.0,Count
2474,2017,Unicoi,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
2486,2017,Union,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
2487,2017,Union,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
2488,2017,Union,County,Drug Overdose Deaths Involving Cocaine,1.0,Count
2489,2017,Union,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
2490,2017,Union,County,Drug Overdose Deaths Involving Heroin,1.0,Count
2491,2017,Union,County,Drug Overdose Deaths Involving Prescription Opioids,3.0,Count
2492,2017,Union,County,Drug Overdose Deaths Involving All Opioids,4.0,Count
2493,2017,Union,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
2494,2017,Union,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
2495,2017,Union,County,All Drug Overdose Deaths,8.0,Count
2496,2017,Union,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
2530,2017,Van Buren,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
2531,2017,Van Buren,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
2532,2017,Van Buren,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2533,2017,Van Buren,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
2534,2017,Van Buren,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2535,2017,Van Buren,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
2536,2017,Van Buren,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
2537,2017,Van Buren,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
2538,2017,Van Buren,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
2539,2017,Van Buren,County,All Drug Overdose Deaths,0.0,Count
2540,2017,Van Buren,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
2552,2017,Warren,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
2553,2017,Warren,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
2554,2017,Warren,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2555,2017,Warren,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
2556,2017,Warren,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2557,2017,Warren,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
2558,2017,Warren,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
2559,2017,Warren,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
2560,2017,Warren,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
2561,2017,Warren,County,All Drug Overdose Deaths,4.0,Count
2562,2017,Warren,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
2574,2017,Washington,County,Drug Overdose Deaths Involving All Stimulants,5.0,Count
2575,2017,Washington,County,Drug Overdose Deaths Involving Benzodiazepines,10.0,Count
2576,2017,Washington,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2577,2017,Washington,County,Drug Overdose Deaths Involving Fentanyl,7.0,Count
2578,2017,Washington,County,Drug Overdose Deaths Involving Heroin,1.0,Count
2579,2017,Washington,County,Drug Overdose Deaths Involving Prescription Opioids,15.0,Count
2580,2017,Washington,County,Drug Overdose Deaths Involving All Opioids,24.0,Count
2581,2017,Washington,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
2582,2017,Washington,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,10.0,Count
2583,2017,Washington,County,All Drug Overdose Deaths,33.0,Count
2584,2017,Washington,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
2596,2017,Wayne,County,Drug Overdose Deaths Involving All Stimulants,0.0,Count
2597,2017,Wayne,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
2598,2017,Wayne,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2599,2017,Wayne,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
2600,2017,Wayne,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2601,2017,Wayne,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
2602,2017,Wayne,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
2603,2017,Wayne,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
2604,2017,Wayne,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
2605,2017,Wayne,County,All Drug Overdose Deaths,0.0,Count
2606,2017,Wayne,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),0.0,Count
2618,2017,Weakley,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
2619,2017,Weakley,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
2620,2017,Weakley,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2621,2017,Weakley,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
2622,2017,Weakley,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2623,2017,Weakley,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
2624,2017,Weakley,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
2625,2017,Weakley,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,1.0,Count
2626,2017,Weakley,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
2627,2017,Weakley,County,All Drug Overdose Deaths,1.0,Count
2628,2017,Weakley,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
2662,2017,White,County,Drug Overdose Deaths Involving All Stimulants,2.0,Count
2663,2017,White,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
2664,2017,White,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2665,2017,White,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
2666,2017,White,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2667,2017,White,County,Drug Overdose Deaths Involving Prescription Opioids,0.0,Count
2668,2017,White,County,Drug Overdose Deaths Involving All Opioids,0.0,Count
2669,2017,White,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
2670,2017,White,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
2671,2017,White,County,All Drug Overdose Deaths,2.0,Count
2672,2017,White,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),2.0,Count
2684,2017,Williamson,County,Drug Overdose Deaths Involving All Stimulants,8.0,Count
2685,2017,Williamson,County,Drug Overdose Deaths Involving Benzodiazepines,11.0,Count
2686,2017,Williamson,County,Drug Overdose Deaths Involving Cocaine,4.0,Count
2687,2017,Williamson,County,Drug Overdose Deaths Involving Fentanyl,8.0,Count
2688,2017,Williamson,County,Drug Overdose Deaths Involving Heroin,10.0,Count
2689,2017,Williamson,County,Drug Overdose Deaths Involving Prescription Opioids,11.0,Count
2690,2017,Williamson,County,Drug Overdose Deaths Involving All Opioids,24.0,Count
2691,2017,Williamson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
2692,2017,Williamson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,10.0,Count
2693,2017,Williamson,County,All Drug Overdose Deaths,30.0,Count
2694,2017,Williamson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),4.0,Count
2706,2017,Wilson,County,Drug Overdose Deaths Involving All Stimulants,11.0,Count
2707,2017,Wilson,County,Drug Overdose Deaths Involving Benzodiazepines,7.0,Count
2708,2017,Wilson,County,Drug Overdose Deaths Involving Cocaine,7.0,Count
2709,2017,Wilson,County,Drug Overdose Deaths Involving Fentanyl,10.0,Count
2710,2017,Wilson,County,Drug Overdose Deaths Involving Heroin,5.0,Count
2711,2017,Wilson,County,Drug Overdose Deaths Involving Prescription Opioids,13.0,Count
2712,2017,Wilson,County,Drug Overdose Deaths Involving All Opioids,26.0,Count
2713,2017,Wilson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,7.0,Count
2714,2017,Wilson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,7.0,Count
2715,2017,Wilson,County,All Drug Overdose Deaths,34.0,Count
2716,2017,Wilson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
2728,2018,Anderson,County,Drug Overdose Deaths Involving All Stimulants,13.0,Count
2729,2018,Anderson,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
2730,2018,Anderson,County,Drug Overdose Deaths Involving Cocaine,4.0,Count
2731,2018,Anderson,County,Drug Overdose Deaths Involving Fentanyl,5.0,Count
2732,2018,Anderson,County,Drug Overdose Deaths Involving Heroin,3.0,Count
2733,2018,Anderson,County,Drug Overdose Deaths Involving Prescription Opioids,9.0,Count
2734,2018,Anderson,County,Drug Overdose Deaths Involving All Opioids,18.0,Count
2735,2018,Anderson,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
2736,2018,Anderson,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
2737,2018,Anderson,County,All Drug Overdose Deaths,29.0,Count
2738,2018,Anderson,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),10.0,Count
2750,2018,Bedford,County,Drug Overdose Deaths Involving All Stimulants,7.0,Count
2751,2018,Bedford,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
2752,2018,Bedford,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
2753,2018,Bedford,County,Drug Overdose Deaths Involving Fentanyl,6.0,Count
2754,2018,Bedford,County,Drug Overdose Deaths Involving Heroin,4.0,Count
2755,2018,Bedford,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
2756,2018,Bedford,County,Drug Overdose Deaths Involving All Opioids,7.0,Count
2757,2018,Bedford,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,4.0,Count
2758,2018,Bedford,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
2759,2018,Bedford,County,All Drug Overdose Deaths,11.0,Count
2760,2018,Bedford,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),5.0,Count
2772,2018,Benton,County,Drug Overdose Deaths Involving All Stimulants,1.0,Count
2773,2018,Benton,County,Drug Overdose Deaths Involving Benzodiazepines,0.0,Count
2774,2018,Benton,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2775,2018,Benton,County,Drug Overdose Deaths Involving Fentanyl,0.0,Count
2776,2018,Benton,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2777,2018,Benton,County,Drug Overdose Deaths Involving Prescription Opioids,1.0,Count
2778,2018,Benton,County,Drug Overdose Deaths Involving All Opioids,1.0,Count
2779,2018,Benton,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,0.0,Count
2780,2018,Benton,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,0.0,Count
2781,2018,Benton,County,All Drug Overdose Deaths,4.0,Count
2782,2018,Benton,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),1.0,Count
2794,2018,Bledsoe,County,Drug Overdose Deaths Involving All Stimulants,3.0,Count
2795,2018,Bledsoe,County,Drug Overdose Deaths Involving Benzodiazepines,1.0,Count
2796,2018,Bledsoe,County,Drug Overdose Deaths Involving Cocaine,0.0,Count
2797,2018,Bledsoe,County,Drug Overdose Deaths Involving Fentanyl,1.0,Count
2798,2018,Bledsoe,County,Drug Overdose Deaths Involving Heroin,0.0,Count
2799,2018,Bledsoe,County,Drug Overdose Deaths Involving Prescription Opioids,2.0,Count
2800,2018,Bledsoe,County,Drug Overdose Deaths Involving All Opioids,3.0,Count
2801,2018,Bledsoe,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,2.0,Count
2802,2018,Bledsoe,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,1.0,Count
2803,2018,Bledsoe,County,All Drug Overdose Deaths,5.0,Count
2804,2018,Bledsoe,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),3.0,Count
2816,2018,Blount,County,Drug Overdose Deaths Involving All Stimulants,11.0,Count
2817,2018,Blount,County,Drug Overdose Deaths Involving Benzodiazepines,3.0,Count
2818,2018,Blount,County,Drug Overdose Deaths Involving Cocaine,2.0,Count
2819,2018,Blount,County,Drug Overdose Deaths Involving Fentanyl,17.0,Count
2820,2018,Blount,County,Drug Overdose Deaths Involving Heroin,10.0,Count
2821,2018,Blount,County,Drug Overdose Deaths Involving Prescription Opioids,12.0,Count
2822,2018,Blount,County,Drug Overdose Deaths Involving All Opioids,30.0,Count
2823,2018,Blount,County,Drug Overdose Deaths Involving Opioids and Any Stimulant,7.0,Count
2824,2018,Blount,County,Drug Overdose Deaths Involving All Opioids and Benzodiazepines,3.0,Count
2825,2018,Blount,County,All Drug Overdose Deaths,45.0,Count
2826,2018,Blount,County,Drug Overdose Deaths Involving Psychostimulants with Abuse Potential (Including Methamphetamine),10.0,Count
2838,2018,Bradley,County,Drug Overdose Deaths Involving All Stimulants,9.0,Count
2839,2018,Bradley,County,Drug Overdose Deaths Involving Benzodiazepines,6.0,Count
